#nodes "collision by time" "collision by call" "collision by call on GW" "D total" "Nodes count that transmitted data" "(tau_data / D_total) * (transmitted_nodes/all nodes)" "1 - (tau_data / D_total) * (transmitted_nodes/all nodes)" number_of_generated_calls number_of_correctly_received_calls number_of_not_correctly_received_calls transmitted_rts_messages retransmitted_rts_messages number_of_false_success_received_calls collision_gw_time_blocking_probability E_tc T_RTS node_p_success 1-node_p_success
1 0.4948157109143323 1.0 0.0 0.0 0.0 0.0 28754.0 28754.0 0.0 0.0 28754.0 28753.0 28754.0 0.08569463638115159 1.7943238818465924e-08 2.980232238767956e-09 1.0 0.0
2 0.49906641015476066 1.0 0.0 0.0 0.0 0.0 33210.0 33210.0 0.0 0.0 16605.0 16604.0 33210.0 0.09897562857225894 1.8403550272427004e-08 2.980232238768666e-09 1.0 0.0
3 0.5141097894575593 1.0 0.0 0.0 0.0 0.0 30994.0 30932.0 62.0 0.0 10331.333333333334 10330.333333333334 30932.0 0.09227697955732386 2.7431246071606016e-07 3.016374003241198e-09 0.9990171156221272 0.0009828843778727503
4 0.5200170234793278 1.0 0.0 0.0 0.0 0.0 32971.0 32918.0 53.0 0.0 8242.75 8241.75 32918.0 0.0981815537787283 5.332950627265973e-06 3.133581771480195e-09 0.993843610969235 0.006156389030764986
5 0.5072831485618295 1.0 0.0 0.0 0.0 0.0 36059.0 36046.0 13.0 0.0 7211.8 7210.8 36046.0 0.10744429242495096 1.7563197254034577e-07 3.333745818866363e-09 0.990427927927928 0.009572072072072002
6 0.5129325365664479 1.0 0.0 0.0 0.0 0.0 32970.0 32932.0 38.0 0.0 5495.0 5494.0 32932.0 0.09819977498161543 3.830645187608e-06 3.1233014041641668e-09 0.9955735396645559 0.004426460335444138
7 0.5072474236354608 1.0 0.0 0.0 0.0 0.0 33825.0 33825.0 0.0 0.0 4832.142857142857 4831.142857142857 33825.0 0.10080736070055278 8.056582912660385e-09 1.2772423880438354e-09 0.42857142857142855 0.5714285714285714
8 0.5542819664281616 1.0 0.0 0.0 0.0 0.0 32298.0 31893.0 405.0 0.0 4037.25 4036.25 31893.0 0.09563456574810626 7.960429854970657e-07 3.0937838230435363e-09 0.9946109885905203 0.0053890114094796715
9 0.508013082566015 1.0 0.0 0.0 0.0 0.0 35604.0 35585.0 18.0 1.0 3956.0 3955.0 35585.0 0.10607869130503902 9.293795703696084e-07 3.3912204110238595e-09 0.6659818499781727 0.33401815002182733
10 0.5864062028748761 1.0 0.0 0.0 0.0 0.0 32487.0 31417.0 1070.0 0.0 3248.7 3247.7 31417.0 0.09512737840302651 5.836991383397499e-07 3.202244467190004e-09 0.9862638697683419 0.013736130231658095
11 0.6315638508367638 1.0 0.0 0.0 0.0 0.0 32663.0 31062.0 1601.0 0.0 2969.3636363636365 2968.3636363636365 31062.0 0.09481321615008066 4.7487904308253515e-07 3.225514880533402e-09 0.9845546843217045 0.015445315678295546
12 0.5085454778465306 1.0 0.0 0.0 0.0 0.0 33610.0 33558.0 52.0 0.0 2800.8333333333335 2799.8333333333335 33558.0 0.10008264676071295 1.9552180318214342e-07 2.6561817809051274e-09 0.8265704785155726 0.17342952148442736
13 0.5042180700714134 1.0 0.0 0.0 0.0 0.0 34684.0 34612.0 72.0 0.0 2668.0 2667.0 34612.0 0.10324836226386401 2.3659283661919456e-05 3.3877882257689274e-09 0.976045202484372 0.023954797515628012
14 0.5063090626451084 1.0 0.0 0.0 0.0 0.0 35958.0 35949.0 9.0 0.0 2568.4285714285716 2567.4285714285716 35949.0 0.10715119237140225 3.337560946235538e-08 1.530494887835347e-09 0.5 0.5
15 0.4985133038564298 1.0 0.0 0.0 0.0 0.0 35433.0 35428.0 5.0 0.0 2362.2 2361.2 35428.0 0.10558741965353946 1.1932938016584906e-09 1.9868214925118283e-10 0.06666666666666667 0.9333333333333333
16 0.49777149385970065 1.0 0.0 0.0 0.0 0.0 36320.0 36206.0 114.0 0.0 2270.0 2269.0 36206.0 0.10805532808426131 0.00012204790971611214 5.0344154081049e-09 0.8085351890060198 0.19146481099398016
17 0.5414483621906756 1.0 0.0 0.0 0.0 0.0 33194.0 32201.0 993.0 0.0 1952.5882352941176 1951.5882352941176 32201.0 0.09730244359923772 2.4488615690798847e-06 3.3568202574565548e-09 0.9728195441791044 0.027180455820895566
18 0.6647275264655265 1.0 0.0 0.0 0.0 0.0 35028.0 31524.0 3504.0 0.0 1946.0 1945.0 31524.0 0.09852690936349123 8.232064619510774e-07 3.4605050980841787e-09 0.9605091344265626 0.039490865573437395
19 0.5027423597761342 1.0 0.0 0.0 0.0 0.0 37458.0 36924.0 534.0 0.0 1971.4736842105262 1970.4736842105262 36924.0 0.11073233386658062 7.854172366001224e-06 3.635531569505206e-09 0.9442731508972532 0.055726849102746834
20 0.5075582329021502 1.0 0.0 0.0 0.0 0.0 35950.0 35907.0 43.0 0.0 1797.5 1796.5 35907.0 0.10706618764368273 2.873433470430696e-07 2.400060518445418e-09 0.6417438867438867 0.3582561132561133
21 0.532936255233796 1.0 0.0 0.0 0.0 0.0 33558.0 33031.0 527.0 0.0 1598.0 1597.0 33031.0 0.09910563014162031 7.398086047388142e-06 3.4355082864696526e-09 0.9621245593427977 0.037875440657202275
22 0.4967514787034767 1.0 0.0 0.0 0.0 0.0 35871.0 35826.0 45.0 0.0 1630.5 1629.5 35826.0 0.10681639097259714 5.9201922741694345e-09 6.777063311399066e-10 0.13636363636363635 0.8636363636363636
23 0.49905750011411887 1.0 0.0 0.0 0.0 0.0 33528.0 33385.0 143.0 0.0 1457.7391304347825 1456.7391304347825 33385.0 0.09967861216563871 2.3228888689876668e-06 4.031274553043747e-09 0.7838464810037563 0.2161535189962437
