1 1.0 0.0 1.0 4.460117162674213e-08 0.0 2.9802322387694892e-09 1.0 0.0 1.0 0.0 0.0 0.06681959531714612 0
2 1.0 0.0 1.0 7.064077684236497e-08 0.0 4.671514034271281e-09 3.135 0.358 2.0 0.777 0.3239761904761901 0.06613055862474125 0
3 1.0 0.0026666666666666666 0.9973333333333333 8.551031265058767e-08 0.0 5.45481840769446e-09 5.491 0.767 2.992 1.732 0.4316249999999972 0.06379135145937244 0
4 1.0 0.0085 0.9915 1.0396904917800801e-07 0.0 6.316602230072e-09 8.478 1.463 3.966 3.049 0.5176915639915637 0.060754640732139306 0
5 1.0 0.029799999999999934 0.970199999999998 1.1746074688500432e-07 0.0 7.000565528869619e-09 11.745 2.204 4.851 4.69 0.5769119021501397 0.05959919134281743 0
6 1.0 0.06099999999999976 0.9390000000000036 1.3099829442744673e-07 0.0 7.598102092742922e-09 15.297 3.226 5.634 6.437 0.6247776567902346 0.05800153449288702 0
7 1.0 0.10357142857142851 0.8964285714285722 1.4171050754347098e-07 0.0 8.130499294825966e-09 19.097 4.371 6.275 8.451 0.6671496395984078 0.057374004481155795 0
8 1.0 0.148 0.852 1.5040295544543525e-07 0.0 8.501857519149782e-09 22.822 5.541 6.816 10.465 0.6978207506974887 0.05652719718153527 0
9 1.0 0.19644444444444747 0.8035555555555657 1.5633132682374697e-07 0.0 8.843673600090902e-09 26.707 6.838 7.232 12.637 0.7265798506808674 0.05657006679193319 0
10 1.0 0.2374999999999993 0.7624999999999973 1.6299396229513368e-07 0.0 9.140372276306161e-09 30.67 8.308 7.625 14.737 0.7493791003671828 0.05607798072762757 0
11 1.0 0.2820909090909116 0.7179090909090957 1.677275301743015e-07 0.0 9.374726902354854e-09 34.602 9.861 7.897 16.844 0.770011379762951 0.05589259492829049 0
12 1.0 0.3228333333333335 0.6771666666666671 1.7279852643718942e-07 0.0 9.659677743911713e-09 38.895 12.019 8.126 18.75 0.7897562616530938 0.055901389572456286 0
13 1.0 0.35853846153846136 0.6414615384615433 1.7570723363598526e-07 0.0 9.804047071016809e-09 42.766 13.29 8.339 21.137 0.8037273420146844 0.05579762920477121 0
14 1.0 0.393642857142855 0.6063571428571424 1.7972746520907296e-07 0.0 1.0015283312116371e-08 47.048 15.873 8.489 22.686 0.8186621199929264 0.05572483482402545 0
15 1.0 0.4252666666666623 0.5747333333333384 1.827973609142439e-07 0.0 1.0144710540771462e-08 51.06 17.376 8.621 25.063 0.8302739312831006 0.05549702955247079 0
16 1.0 0.4563125 0.5436875 1.8517787142267055e-07 0.0 1.028086990118026e-08 55.195 19.675 8.699 26.821 0.8416552253872498 0.05551889014705251 0
17 1.0 0.4787647058823563 0.5212352941176438 1.8793660598006516e-07 0.0 1.0398556204403139e-08 59.316 21.779 8.861 28.676 0.8499723293189825 0.05533012661464226 0
18 1.0 0.507888888888889 0.49211111111111117 1.8971138881322143e-07 0.0 1.0512438085344097e-08 63.493 24.477 8.858 30.158 0.8599717510612516 0.055412793881837105 0
19 1.0 0.5309473684210528 0.46905263157894705 1.918092017923937e-07 0.0 1.0605705411810663e-08 67.615 26.822 8.912 31.881 0.8677229664489482 0.05529299591835973 0
20 1.0 0.5550000000000017 0.44499999999999795 1.9327606282085852e-07 0.0 1.0704696178436372e-08 71.838 29.508 8.9 33.43 0.8756422979431733 0.05538552484048797 0
