Nodes;p_a;p{cycle_failure};p{cycle_success};p{rts_collision};p{rts_success};p{wait};idle_time;backoff_time;rts_time;cts_time;out_time;data_time;wait_time;Cycle_time;time_between_tx;time_w/o_tx;tau;tau_data
1;1.0;0.0;1.0;0.0;1.0;0.0;0.9999999999998508;5.508112089496548;0.9999999999998503;0.9999999999998503;0.0;0.9999999999998503;0.0;10.508112089495803;75.00000000000246;488.1084067122297;0.09516457299684476;0.09516457299684476
2;1.0;4.4085691730665365e-05;0.9999559143082692;0.09158606557636445;0.9084139344236356;0.0;0.999999999999852;6.701537279427565;1.1008237050143168;0.9999559143081207;0.10086779070619638;0.9999559143081207;0.0;11.903096518072294;75.00000000000198;585.180380260021;0.09248212877573098;0.08400804889634413
3;1.0;0.0006757631646194067;0.9993242368353805;0.16892365636568002;0.83107634363432;0.0;0.999999999999852;8.03402537749854;1.2025963143082163;0.9993242368352321;0.20327207747298418;0.9993242368352316;0.0;13.437866479785303;75.0000000000016;692.7973091228534;0.08949309893183507;0.07436628711399415
4;1.0;0.0029367215185001215;0.9970632784815001;0.23647404148776643;0.7635259585122336;0.0;0.9999999999998511;9.48443174748649;1.3060805013994332;0.9970632784813506;0.30901722291808276;0.9970632784813506;0.0;15.090719307247904;75.00000000000101;809.5086727803315;0.08654859154209683;0.06607128912685244
5;1.0;0.007126967258470088;0.9928730327415296;0.2943469576122359;0.7056530423877644;0.0;0.9999999999998516;11.003917959962793;1.407333690329156;0.9928730327413817;0.414460657587774;0.9928730327413816;0.0;16.804331406103714;75.00000000000055;931.3783963162812;0.08374827039045306;0.059084352048707364
6;1.0;0.014204401541765981;0.9857955984582342;0.3458280770853476;0.6541719229146524;0.0;0.9999999999998522;12.534028530974355;1.507368052167732;0.9857955984580873;0.521572453709645;0.9857955984580873;0.0;18.52035583222585;74.9999999999999;1054.1700738512893;0.08138979973294447;0.053227681335516246
7;1.0;0.023065645782656918;0.9769343542173426;0.3904125472274122;0.6095874527725881;0.0;0.999999999999851;14.050662887623488;1.60316397672299;0.9769343542171968;0.626229622505793;0.9769343542171968;0.0;20.210859549503713;74.99999999999947;1175.7669382596848;0.07932190972859224;0.04833710074647398
8;1.0;0.03452099014514684;0.9654790098548528;0.4310449282734905;0.5689550717265094;0.0;0.9999999999998511;15.580703267700505;1.6975650121567856;0.9654790098547086;0.7320860023020772;0.9654790098547084;0.0;21.90679131172334;74.9999999999993;1298.4591952501823;0.07749035392729285;0.04407213252348991
9;1.0;0.04749089763331154;0.9525091023666887;0.4673557445688854;0.5326442554311147;0.0;0.999999999999852;17.123453258999636;1.7890412431757874;0.9525091023665457;0.836532140809241;0.9525091023665457;0.0;23.606553950084162;74.99999999999939;1421.9989049856554;0.0757857858863559;0.040349349777210906
10;1.0;0.06263467770255114;0.9373653222974487;0.5002111762716283;0.49978882372837174;0.0;0.999999999999851;18.59146379547478;1.8765264037409335;0.9373653222973077;0.9391610814436255;0.9373653222973077;0.0;25.219247247551113;74.9999999999996;1539.7968657688689;0.07440850178123978;0.0371686479416363
11;1.0;0.08009606923506492;0.9199039307649349;0.5315288678036864;0.4684711321963138;0.0;0.9999999999998516;20.093074318536733;1.9646478076388219;0.9199039307647969;1.0447438768740245;0.9199039307647967;0.0;26.862177795343825;74.99999999999966;1660.3363646557964;0.07313806879721291;0.034245322094631096
12;1.0;0.09921208565750238;0.9007879143424975;0.5604509392239786;0.4395490607760213;0.0;0.9999999999998513;21.571934968140916;2.050552198400393;0.9007879143423617;1.1497642840580309;0.9007879143423617;0.0;28.474615193626292;74.9999999999997;1779.1274439149095;0.0720133418645596;0.03163477041628266
13;1.0;0.1186340673550932;0.8813659326449067;0.5864782532867607;0.41352174671323927;0.0;0.9999999999998513;23.015908687467892;2.132692640996105;0.8813659326447739;1.2513267083513298;0.8813659326447738;0.0;30.0440258347495;74.99999999999977;1895.0426546864303;0.0709855813840165;0.02933581329920736
14;1.0;0.13956696914873787;0.8604330308512624;0.6108363807420474;0.38916361925795245;0.0;0.999999999999851;24.437857868674442;2.2123769251480647;0.8604330308511322;1.3519438942969322;0.8604330308511322;0.0;31.583477780672684;74.99999999999999;2009.2351322228421;0.07004855325026667;0.027243137593215557
15;1.0;0.16193048343687563;0.8380695165631241;0.634016988470433;0.365983011529567;0.0;0.9999999999998506;25.80180817027273;2.291427471053403;0.8380695165629973;1.4533579544904047;0.8380695165629972;0.0;33.06080214550538;75.00000000000004;2119.137459357224;0.0693094940941995;0.025349340069685304
16;1.0;0.18393226554630598;0.8160677344536942;0.6548626151656263;0.345137384834374;0.0;0.9999999999998503;27.14521486625308;2.3661417291610127;0.8160677344535694;1.5500739947074427;0.8160677344535694;0.0;34.5096337934821;75.00000000000024;2227.146664572028;0.06856467221068889;0.023647533883935378
