Nodes;p_a;p{cycle_failure};p{cycle_success};p{rts_collision};p{rts_success};p{wait};idle_time;backoff_time;rts_time;cts_time;out_time;data_time;wait_time;Cycle_time;time_between_tx;time_w/o_tx;tau;tau_data
1;1.0;0.0;1.0;0.0;1.0;0.0;0.999999999999851;5.504245712583999;0.999999999999851;0.999999999999851;0.0;0.9999999999998508;0.0;10.504245712583252;75.0000000000025;487.8184284437888;0.0951996009386881;0.09519960093868808
2;1.0;0.09344996725673825;0.9065500327432617;0.09344996725673825;0.9065500327432617;0.0;0.9999999999998503;5.511465068366223;0.9999999999998501;0.9065500327431255;0.09344996725672451;0.9065500327431255;0.0;10.324565133852031;75.00000000000256;495.36862767171;0.09685637961845628;0.08780515411450529
3;1.0;0.1847664483508904;0.8152335516491094;0.1847664483508904;0.8152335516491094;0.0;0.9999999999998508;5.488294393194424;0.9999999999998501;0.815233551648987;0.18476644835086292;0.815233551648987;0.0;10.118761496491949;75.0000000000026;500.4795631158853;0.09882632378938251;0.08056653493924315
4;1.0;0.2702463699064092;0.729753630093591;0.2702463699064092;0.729753630093591;0.0;0.9999999999998511;5.502528699822889;0.9999999999998506;0.729753630093482;0.27024636990636886;0.7297536300934819;0.0;9.962035960009404;75.00000000000263;507.95813022968304;0.10038108716071194;0.07325346274827069
5;1.0;0.34636351930084863;0.6536364806991515;0.34636351930084863;0.6536364806991515;0.0;0.999999999999851;5.499580293059884;0.9999999999998508;0.6536364806990536;0.3463635193007972;0.6536364806990536;0.0;9.806853254457545;75.00000000000264;513.4457859270403;0.10196950785873307;0.06665099025540672
6;1.0;0.4179718042081706;0.5820281957918293;0.4179718042081706;0.5820281957918293;0.0;0.9999999999998513;5.498829680393113;0.9999999999998508;0.5820281957917418;0.4179718042081088;0.5820281957917418;0.0;9.662886071976153;75.00000000000266;518.7601113450808;0.1034887498984391;0.060233370388140306
7;1.0;0.4822326873700083;0.5177673126299915;0.4822326873700083;0.5177673126299915;0.0;0.9999999999998508;5.50214595708032;0.9999999999998506;0.5177673126299138;0.4822326873699364;0.5177673126299138;0.0;9.537680582339702;75.00000000000267;523.8283983337583;0.10484729399005928;0.05428650164575962
8;1.0;0.5414345151027438;0.4585654848972562;0.5414345151027438;0.4585654848972562;0.0;0.9999999999998508;5.493944775035292;0.9999999999998503;0.458565484897187;0.5414345151026636;0.458565484897187;0.0;9.411075744829217;75.00000000000269;527.6534467603354;0.10625777829376054;0.04872614962738339
9;1.0;0.594780750296238;0.405219249703762;0.594780750296238;0.405219249703762;0.0;0.9999999999998516;5.501254367076435;0.9999999999998511;0.4052192497037009;0.5947807502961505;0.40521924970370077;0.0;9.311692866483394;75.0000000000027;532.2026338029331;0.10739185820864665;0.043517248207600494
10;1.0;0.6428059686093223;0.35719403139067774;0.6428059686093223;0.35719403139067774;0.0;0.9999999999998508;5.496926146141296;0.9999999999998503;0.35719403139062356;0.6428059686092271;0.3571940313906235;0.0;9.211314208922097;75.00000000000274;535.479908606278;0.10856214187452734;0.03877774911256905
11;1.0;0.6856500423526971;0.3143499576473033;0.6856500423526971;0.3143499576473033;0.0;0.9999999999998511;5.501857699746644;0.999999999999851;0.3143499576472552;0.6856500423525962;0.3143499576472552;0.0;9.13055761504071;75.00000000000274;539.0630806574318;0.10952233611149415;0.03442834171808177
12;1.0;0.7233598282579567;0.27664017174204303;0.7233598282579567;0.27664017174204303;0.0;0.9999999999998511;5.496931749355289;0.9999999999998508;0.2766401717420011;0.7233598282578497;0.2766401717420011;0.0;9.05021209283885;75.00000000000274;541.5218683209744;0.11049464805262627;0.03056725841385506
13;1.0;0.7562242014348075;0.24377579856519233;0.7562242014348075;0.24377579856519233;0.0;0.9999999999998508;5.505931280572295;0.9999999999998508;0.2437757985651553;0.7562242014346954;0.2437757985651553;0.0;8.99348287770216;75.00000000000274;544.661661150513;0.11119162771512957;0.027105827840019213
14;1.0;0.7863150546731906;0.2136849453268094;0.7863150546731906;0.2136849453268094;0.0;0.9999999999998508;5.500268150763035;0.9999999999998506;0.2136849453267767;0.7863150546730742;0.21368494532677665;0.0;8.92763804141614;75.00000000000276;546.4937404076968;0.11201170963257671;0.023935216048799512
15;1.0;0.812071440145196;0.18792855985480394;0.812071440145196;0.18792855985480394;0.0;0.9999999999998508;5.496576159652312;0.9999999999998508;0.18792855985477516;0.8120714401450759;0.18792855985477516;0.0;8.872433279361415;75.0000000000029;548.148569984793;0.11270865257741616;0.021181174762049174
16;1.0;0.8350940242272259;0.16490597577277433;0.8350940242272259;0.16490597577277433;0.0;0.9999999999998508;5.498651649473199;0.9999999999998506;0.16490597577274915;0.8350940242271016;0.16490597577274915;0.0;8.828463601018248;75.00000000000294;550.0309255275114;0.113269991834651;0.018678898529267244
17;1.0;0.8548528187459836;0.1451471812540165;0.8548528187459836;0.1451471812540165;0.0;0.9999999999998508;5.504652616461384;0.9999999999998508;0.14514718125399415;0.8548528187458566;0.1451471812539942;0.0;8.794946978968925;75.00000000000296;551.9629076405317;0.11370165191343606;0.01650347427916052
18;1.0;0.8729460154345822;0.12705398456541767;0.8729460154345822;0.12705398456541767;0.0;0.9999999999998508;5.499034489874513;0.9999999999998506;0.12705398456539813;0.8729460154344527;0.12705398456539813;0.0;8.753142459004863;75.00000000000296;552.8985378981614;0.11424468465849004;0.014515242401280739
19;1.0;0.8882497689925458;0.11175023100745425;0.8882497689925458;0.11175023100745425;0.0;0.9999999999998506;5.49719719350607;0.9999999999998506;0.1117502310074369;0.8882497689924138;0.1117502310074369;0.0;8.720697655520496;75.00000000000296;553.9085221873752;0.11466972477446422;0.012814368233107502
20;1.0;0.9017766834092436;0.09822331659075645;0.9017766834092436;0.09822331659075645;0.0;0.9999999999998508;5.500940344849953;0.9999999999998508;0.0982233165907413;0.9017766834091097;0.09822331659074127;0.0;8.697386978030986;75.00000000000296;555.2037771194184;0.11497706179175234;0.011293428341046198
21;1.0;0.9138585122553131;0.08614148774468712;0.9138585122553131;0.08614148774468712;0.0;0.9999999999998508;5.499945933115779;0.9999999999998506;0.08614148774467369;0.9138585122551776;0.0861414877446737;0.0;8.67222890860468;75.00000000000296;556.0353334028105;0.11531060936452446;0.009933027443406524
22;1.0;0.9242766495918245;0.0757233504081755;0.9242766495918245;0.0757233504081755;0.0;0.9999999999998506;5.501859158255523;0.9999999999998501;0.07572335040816346;0.9242766495916873;0.07572335040816346;0.0;8.653305859071406;75.00000000000296;556.9601855885296;0.11556277060882268;0.008750800172951404
23;1.0;0.9333813504423908;0.0666186495576094;0.9333813504423908;0.0666186495576094;0.0;0.9999999999998508;5.498627601413202;0.9999999999998506;0.06661864955759887;0.9333813504422512;0.06661864955759886;0.0;8.631864900527951;75.00000000000296;557.4006713891478;0.11584982058033456;0.007717758598553166
24;1.0;0.9412647966445926;0.05873520335540731;0.9412647966445926;0.05873520335540731;0.0;0.9999999999998506;5.502336469531176;0.9999999999998503;0.05873520335539812;0.941264796644453;0.05873520335539812;0.0;8.619806876241524;75.00000000000296;558.2700949631609;0.11601187988980538;0.006813981356970761
25;1.0;0.9484722774521375;0.05152772254786198;0.9484722774521375;0.05152772254786198;0.0;0.9999999999998506;5.5006815233879385;0.9999999999998506;0.051527722547853774;0.9484722774519968;0.051527722547853774;0.0;8.603736968483199;75.00000000000296;558.686535062984;0.1162285648274701;0.0059889932405660104
26;1.0;0.954591794863864;0.045408205136136054;0.954591794863864;0.045408205136136054;0.0;0.9999999999998506;5.499863916088507;0.9999999999998506;0.04540820513612886;0.9545917948637221;0.04540820513612886;0.0;8.59068032636032;75.00000000000296;559.0841783214062;0.11640521611907403;0.005285751932451118
27;1.0;0.9601961082599633;0.03980389174003634;0.9601961082599633;0.03980389174003634;0.0;0.9999999999998508;5.4994221547725886;0.9999999999998503;0.03980389174002997;0.9601961082598214;0.039803891740029976;0.0;8.579029938252203;75.00000000000297;559.4713697274199;0.11656329529065372;0.004639672786611021
28;1.0;0.9649802209730088;0.035019779026991216;0.9649802209730088;0.035019779026991216;0.0;0.9999999999998506;5.5017175382108485;0.9999999999998501;0.03501977902698561;0.9649802209728647;0.0350197790269856;0.0;8.571757096264367;75.00000000000297;560.0023319387673;0.1166621952499864;0.004085484298458186
29;1.0;0.969005691170934;0.030994308829065894;0.969005691170934;0.030994308829065894;0.0;0.9999999999998506;5.500311055202258;0.9999999999998503;0.030994308829060967;0.9690056911707899;0.030994308829060967;0.0;8.56229967285993;75.00000000000297;560.1987559779672;0.11679105359621639;0.003619857983633084
30;1.0;0.9726854135208439;0.027314586479156844;0.9726854135208439;0.027314586479156844;0.0;0.9999999999998506;5.501266277216273;0.9999999999998503;0.027314586479152553;0.9726854135206977;0.027314586479152553;0.0;8.55589545017413;75.00000000000297;560.5463768052617;0.1168784735418311;0.003192487173110167
31;1.0;0.976027236534981;0.02397276346501936;0.976027236534981;0.02397276346501936;0.0;0.9999999999998506;5.500283363061862;0.9999999999998503;0.023972763465015555;0.976027236534835;0.023972763465015555;0.0;8.548228889991446;75.00000000000297;560.7232949697411;0.11698329710973042;0.002804412910969625
