Nodes;p_a;p{cycle_failure};p{cycle_success};p{rts_collision};p{rts_success};p{wait};idle_time;backoff_time;rts_time;cts_time;out_time;data_time;wait_time;Cycle_time;time_between_tx;time_w/o_tx;tau;tau_data
1;1.0;0.0;1.0;0.0;1.0;0.0;3.1999999999986213;17.59206404459736;3.199999999998619;3.199999999998619;0.0;15.999999999999323;0.0;46.39206404459116;240.00000000000168;1559.404803344698;0.06897731467439863;0.3448865733721274
2;1.0;0.06958665141378778;0.9304133485862122;0.06958665141378778;0.9304133485862122;0.0;3.1999999999986226;17.624118352782183;3.199999999998622;2.9773227154745925;0.22267728452402719;14.886613577378771;0.0;45.08805464563141;240.000000000002;1578.5096727978628;0.07097223477812367;0.33016757308293265
3;1.0;0.13671682463248697;0.8632831753675131;0.13671682463248697;0.8632831753675131;0.0;3.199999999998623;17.59404282280292;3.199999999998623;2.7625061611748523;0.4374938388237705;13.81253080587963;0.0;43.769079789853265;240.0000000000022;1592.3652496218986;0.07311097275434292;0.315577363568007
4;1.0;0.2051663127145681;0.794833687285432;0.2051663127145681;0.794833687285432;0.0;3.199999999998622;17.63139420414887;3.199999999998619;2.543467799312285;0.656532200686333;12.717338996566383;0.0;42.492201000023385;240.00000000000247;1611.5944803625362;0.07530793709642995;0.29928642662119065
5;1.0;0.27212424668641866;0.727875753313581;0.27212424668641866;0.727875753313581;0.0;3.1999999999986204;17.590804846682197;3.199999999998618;2.3292024106024547;0.8707975893961645;11.646012053016811;0.0;41.166019310297315;240.0000000000034;1624.6201827057744;0.07773401590952873;0.28290352694130094
6;1.0;0.33750260796029324;0.6624973920397068;0.33750260796029324;0.6624973920397068;0.0;3.199999999998623;17.59710088144379;3.1999999999986213;2.1199916545261424;1.0800083454724783;10.599958272634867;0.0;39.91705080860063;240.0000000000039;1640.7831920186156;0.08016624312608639;0.26554963500336987
7;1.0;0.3989188405974118;0.6010811594025882;0.3989188405974118;0.6010811594025882;0.0;3.199999999998623;17.59803836496118;3.1999999999986213;1.923459710087449;1.2765402899111713;9.617298550441008;0.0;38.738796625485506;240.00000000000412;1655.5933991153233;0.08260452772798324;0.24826012649329363
8;1.0;0.45899452647970235;0.5410054735202976;0.45899452647970235;0.5410054735202976;0.0;3.199999999998622;17.593774145058106;3.1999999999986204;1.7312175152642024;1.4687824847344162;8.656087576324401;0.0;37.58107923664259;240.00000000000426;1669.6917472343366;0.08514923107579445;0.23033100039033677
9;1.0;0.5158313667422714;0.48416863325772863;0.5158313667422714;0.48416863325772863;0.0;3.1999999999986253;17.60887270514571;3.199999999998624;1.5493396264240595;1.6506603735745626;7.746698132123332;0.0;36.504910463688965;240.00000000000458;1684.4649809039176;0.08765943976719595;0.21220975572118958
10;1.0;0.5701825099396823;0.4298174900603179;0.5701825099396823;0.4298174900603179;0.0;3.199999999998622;17.594818790623144;3.1999999999986213;1.375415968192422;1.824584031806199;6.877079840964796;0.0;35.447314599776234;240.00000000000566;1696.455211682098;0.0902748215521754;0.194008486076071
